"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"IFEZJ95R","journalArticle","1991","Marshall, Roger J.","A Review of Methods for the Statistical Analysis of Spatial Patterns of Disease","Journal of the Royal Statistical Society: Series A (Statistics in Society)","","0964-1998","10.2307/2983152","https://rss.onlinelibrary.wiley.com/doi/abs/10.2307/2983152","SUMMARY A review of methods for the analysis of the geographical distribution of disease is presented. The topic is of increasing interest to statisticians, though much groundwork has been done by epidemiologists and medical geographers. Methods for the detection and testing for apparent clusters of disease, including those near a possible environmental hazard, are reviewed. Estimating regional mortality rates, possibly to construct disease maps, and methods for investigating the association between disease rates and social, demographic and environmental factors are discussed. In addition, statistical analysis of the spatial spread of epidemics is mentioned.","1991-05-01","2020-04-16 04:36:25","2020-04-16 04:36:25","2020-04-16 04:36:25","421-441","","3","154","","Journal of the Royal Statistical Society: Series A (Statistics in Society)","","","","","","","","","","","","","rss.onlinelibrary.wiley.com (Atypon)","","Publisher: John Wiley & Sons, Ltd","","C:\Users\aba80\Zotero\storage\VR5NXX2P\2983152.html","","","bayesian mapping; disease clustering; disease mapping: disease rates; ecological analysis; empirical bayes estimation; environmental hazard; spatial autocorrelation; spatial dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RDPQ48EQ","journalArticle","1996","Jacquez, G M; Waller, L A; Grimson, R; Wartenberg, D","The Analysis of Disease Clusters, Part I: State of the Art","INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY","","","","","","1996","2020-04-16 08:56:20","2020-04-16 08:56:20","","9","","5","17","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\FIZDSYNA\Jacquez et al. - 1996 - The Analysis of Disease Clusters, Part I State of.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3B36S3HV","journalArticle","1996","Jacquez, G. M.; Grimson, R.; Waller, L. A.; Wartenberg, D.","The Analysis of Disease Clusters, Part II: Introduction to Techniques","Infection Control and Hospital Epidemiology","","0899823X, 15596834","10.2307/30141142","https://www.jstor.org/stable/info/10.2307/30141142","","1996-06","2020-04-16 08:57:19","2020-04-16 08:57:20","2020-04-16 08:57:19","385-397","","6","17","","Infection Control and Hospital Epidemiology","The Analysis of Disease Clusters, Part II","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\BEG23REB\Jacquez et al. - 1996 - The Analysis of Disease Clusters, Part II Introdu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4FTDZVP","webpage","2017","","Clustering in R - A Survival Guide on Cluster Analysis in R for Beginners!","DataFlair","","","","https://data-flair.training/blogs/clustering-in-r-tutorial/","In R clustering tutorial, learn about its applications, Agglomerative Hierarchical Clustering, Clustering by Similarity Aggregation & k-means clustering in R along with use case of Cyber Profiling with K-Means Clustering.","2017-07-10","2020-04-16 09:03:55","2020-04-16 09:03:55","2020-04-16 09:03:55","","","","","","","","","","","","","","en-US","","","","","","","Library Catalog: data-flair.training Section: R Tutorials","","C:\Users\aba80\Zotero\storage\ILX26HIF\clustering-in-r-tutorial.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VNHGFFHL","journalArticle","","Pebesma, Edzer; Bivand, Roger S","Classes and Methods for Spatial Data: the sp Package","","","","","","","","2020-04-16 10:15:38","2020-04-16 10:15:39","","21","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\IY2BDSC3\Pebesma and Bivand - Classes and Methods for Spatial Data the sp Packa.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L75779BF","journalArticle","2018","Pebesma, Edzer","Simple Features for R: Standardized Support for Spatial Vector Data","The R Journal","","2073-4859","10.32614/RJ-2018-009","https://journal.r-project.org/archive/2018/RJ-2018-009/index.html","Simple features are a standardized way of encoding spatial vector data (points, lines, polygons) in computers. The sf package implements simple features in R, and has roughly the same capacity for spatial vector data as packages sp, rgeos, and rgdal. We describe the need for this package, its place in the R package ecosystem, and its potential to connect R to other computer systems. We illustrate this with examples of its use.","2018","2020-04-16 10:32:37","2020-04-16 10:32:38","2020-04-16 10:32:37","439","","1","10","","The R Journal","Simple Features for R","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\7T6NY6SG\Pebesma - 2018 - Simple Features for R Standardized Support for Sp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N48XEQ74","book","2007","Ball, Andrew; New Zealand; Ministry of Health","Estimation of the burden of water-borne disease in New Zealand: preliminary report","","978-0-478-30768-9","","","http://www.moh.govt.nz/moh.nsf/pagesmh/5821/$File/water-borne-disease-burden-prelim-report-feb07.pdf","","2007","2020-04-17 00:58:02","2020-04-17 09:19:20","2020-04-17 00:58:01","","","","","","","Estimation of the burden of water-borne disease in New Zealand","","","","","Ministry of Health","Wellington, N.Z.","en","","","","","Open WorldCat","","OCLC: 156381206","","C:\Users\aba80\Zotero\storage\Z548QAG9\Ball et al. - 2007 - Estimation of the burden of water-borne disease in.pdf","","environmental health; New Zealand; not covid specific; burden of disease; non-covid19; water borne disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFYTU8UT","journalArticle","","Berwick, D M","Improvement, trust, and the healthcare workforce","","","","","","","","2020-04-17 00:56:23","2020-04-17 09:41:45","","5","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\QKX8MU6R\Berwick - Improvement, trust, and the healthcare workforce.pdf","","healthcare; not covid specific; berwick; health services research; healthcare workforce; workforce","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LXQG78UP","journalArticle","","Nolan, D; Speed, T P","Teaching Statistics Theory Through Applications","","","","","","In this paper we present a model for developing case studies, or labs, for use in undergraduate mathematical statistics courses. The model proposed here is to design labs that are more in-depth than most examples in statistical texts, by providing rich background material, investigations and analyses in the context of a scientiﬁc problem, and detailed theoretical development within the lab. An important goal of this approach is to encourage and develop statistical thinking. It is also advocated that the labs be made the center piece of the theoretical course. As a result, the curriculum, lectures, and assignments are signiﬁcantly restructured. For example, the course work includes written assignments based on open-ended data analyses, and the lectures include group work and discussions of the case-studies.","","2020-04-17 00:54:08","2020-04-17 00:54:08","","12","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\K7YIRI3T\Nolan and Speed - Teaching Statistics Theory Through Applications.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93PK5WA4","book","1987","","Structural modeling by example: applications in educational, sociological, and behavioral research","","978-0-521-26195-1","","","","","1987","2020-04-17 00:51:37","2020-04-17 00:51:37","","","319","","","","","Structural modeling by example","","","","","Cambridge University Press","Cambridge [England] ; New York","en","","","","","Library of Congress ISBN","H61.25 .S77 1987","","","C:\Users\aba80\Zotero\storage\UR79P9S3\Cuttance and Ecob - 1987 - Structural modeling by example applications in ed.pdf","","","Social sciences; Mathematical models; Research Methodology","Cuttance, Peter; Ecob, Russell","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CFSW97D2","journalArticle","","Straus, Sharon E; Glasziou, Paul; Richardson, W Scott; Haynes, R Brian","HOW TO PRACTICE AND TEACH EBM","","","","","","","","2020-04-17 00:50:54","2020-04-17 00:50:54","","407","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\JBMHGJJX\Straus et al. - HOW TO PRACTICE AND TEACH EBM.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TDIQPT76","journalArticle","2001","Stanberry, Benedict","Legal ethical and risk issues in telemedicine","Computer Methods and Programs in Biomedicine","","01692607","10.1016/S0169-2607(00)00142-5","https://linkinghub.elsevier.com/retrieve/pii/S0169260700001425","This paper summarizes the main topics of discussion at a workshop hosted by the Centre for Law Ethics and Risk in Telemedicine at the 2nd International Conference on Advances in the Delivery of Care, held at the Institute of Health Sciences, City University, London from Wednesday 24 to Friday 26 March 1999. The workshop offered a unique opportunity for practitioners in the ﬁelds of telemedicine and shared care to discuss the legal, ethical and risk issues arising from the practice of medicine and healthcare from a distance using information and communication technologies (‘ICTs’) with a panel of experts from the ﬁelds of medicine, law, insurance and risk management. There was a broad consensus that many of the legal and ethical issues raised by those who dislike the idea of treating distant patients were not speciﬁc to telemedicine but to medicine and healthcare in general. It was agreed, however, that in those areas where telemedicine does create new clinical risks and responsibilities a much more proactive role should be taken by the professional associations and Royal Colleges in providing better education and guidance to their members about the practical and professional issues that will inevitably arise from the evolution of ‘Hospitals Without Walls’. © 2001 Elsevier Science Ireland Ltd. All rights reserved.","2001-03","2020-04-17 00:50:00","2020-04-17 00:50:01","2020-04-17 00:50:00","225-233","","3","64","","Computer Methods and Programs in Biomedicine","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\MWQWE7A9\Stanberry - 2001 - Legal ethical and risk issues in telemedicine.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYMAC7WF","journalArticle","2002","Leape, Lucian L.; Berwick, Donald M.; Bates, David W.","What Practices Will Most Improve Safety?: Evidence-Based Medicine Meets Patient Safety","JAMA","","0098-7484","10.1001/jama.288.4.501","http://jama.jamanetwork.com/article.aspx?doi=10.1001/jama.288.4.501","","2002-07-24","2020-04-17 00:46:01","2020-04-17 00:46:01","2020-04-17 00:46:01","501","","4","288","","JAMA","What Practices Will Most Improve Safety?","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\RGAGBSRZ\Leape et al. - 2002 - What Practices Will Most Improve Safety Evidence.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GK3DX4S","journalArticle","2007","Few, Stephen","Save the Pies for Dessert","","","","","","","2007","2020-04-17 00:44:43","2020-04-17 00:44:43","","14","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\5CSDTDCF\Few - 2007 - Save the Pies for Dessert.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BL3XPDI6","journalArticle","2007","Whitten, Pamela; Johannessen, Liv Karen; Soerensen, Tove; Gammon, Deede; Mackert, Michael","A systematic review of research methodology in telemedicine studies","Journal of Telemedicine and Telecare","","1357-633X, 1758-1109","10.1258/135763307781458976","http://journals.sagepub.com/doi/10.1258/135763307781458976","We conducted a systematic review of 15 relevant databases for articles about telemedicine. After eliminating articles that did not meet the inclusion criteria, 1615 remained for analysis. Three raters coded the articles to assess various theoretical and methodological variables. Only 5% (n ¼ 85) of the telemedicine articles made mention of any theory or paradigmatic approach. Studies commonly reported the objectives (96%) but rarely stated a research question or hypothesis (11%). Randomized selection of the subjects was reported in 11% of patient studies and 4% of studies where providers were the subject. There was a wide range in the number of subjects employed, although the majority of studies were based on sample sizes of less than 100. Only 26% of the studies reported a time frame. Until the telemedicine ﬁeld adheres to agreed standards of reporting methodological details it will be difﬁcult to draw ﬁrm conclusions from review studies.","2007-07","2020-04-17 00:42:53","2020-04-17 00:42:53","2020-04-17 00:42:53","230-235","","5","13","","J Telemed Telecare","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\Y2MHBDS4\Whitten et al. - 2007 - A systematic review of research methodology in tel.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LT6MW23Z","journalArticle","2016","Silva, Brendan Ozawa-de","Contemplative Science and Secular Ethics","","","","","","This article argues that the emerging project of contemplative science will be best served if it is informed by two perspectives. First, attention should be paid not only to non-analytical and/or mindfulness-based practices, but to a fuller range of contemplative practices, including analytical styles of meditation. Second, the issue of ethics must be addressed as a framework within which to understand contemplative practice: both theoretically in order to understand better the practices themselves and the traditions they come from, and practically in order to understand the ways in which contemplative practices are deployed in contemporary societies. The Tibetan Buddhist Lojong (blo sbyong) tradition and secularized practices derived from it, which are now an area of study in contemplative science, are examined as a kind of case study in order to make these two points and illustrate their importance and relevance for the future of this emerging ﬁeld.","2016","2020-04-17 00:41:27","2020-04-17 00:41:27","","19","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\Y334BCZ4\Silva - 2016 - Contemplative Science and Secular Ethics.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8MN6M3K","journalArticle","2017","Kim, Jin-Hyeong; Nho, Ju-Hwan; Choi, Jae-Woo; Park, Eun-Cheol","Association of Education and Smoking Status on Risk of Diabetes Mellitus: A Population-Based Nationwide Cross-Sectional Study","","","","","","Background: Smoking, including environmental tobacco smoke (ETS) exposure is a well-known risk factor for diabetes. Low socioeconomic status, especially lack of education, also is a risk factor for diabetes. Therefore, we assessed the association of education and smoking status, including ETS exposure, with the prevalence of diabetes. Methods: Data were from the 2007–2013 Korea National Health and Nutritional Evaluation Survey (KNHANES). Multivariable logistic regression examined associations between various lifestyle and health factors and prevalence of diabetes while controlling for potential confounding variables. Subgroup analysis was performed according to smoking status to determine factors associated with diabetes. Results: Of 19,303 individuals analyzed, 1,325 (11.4%) had diabetes. Greater average age, male sex, lower educational level, unemployment, and coexisting health problems were significantly associated with diabetes. Individuals with only elementary, middle, or high school level education had significantly greater odds ratios (p<0.05) compared to college graduates; smokers and nonsmokers exposed to ETS had significantly greater OR (p<0.05) than nonsmokers unexposed to ETS. Subgroup analysis of diabetics according to smoking status revealed significant associations (p<0.05) for diabetic nonsmokers exposed to ETS with female sex, single status, elementary level education, urban residence, National Health Insurance (NHI), hypertension, no alcohol intake, and no moderate physical activity. For diabetic smokers, there were significant associations (p<0.05) with elementary education, urban residence, lack of moderate physical activity, no alcohol intake, and NHI. Conclusions: The results suggested that smoking status, including ETS exposure, was associated with a higher prevalence of diabetes especially in populations with less education. Thus, we should direct efforts for controlling diabetes toward individuals with lower levels of education, and those who are smokers and nonsmokers exposed to ETS.","2017","2020-04-17 00:39:14","2020-04-17 00:39:14","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\L8K4ZDG9\Kim et al. - 2017 - Association of Education and Smoking Status on Ris.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26I2RZCU","journalArticle","2003","Podsakoff, Philip M.; MacKenzie, Scott B.; Lee, Jeong-Yeon; Podsakoff, Nathan P.","Common method biases in behavioral research: A critical review of the literature and recommended remedies.","Journal of Applied Psychology","","1939-1854, 0021-9010","10.1037/0021-9010.88.5.879","http://doi.apa.org/getdoi.cfm?doi=10.1037/0021-9010.88.5.879","","2003","2020-04-17 00:38:16","2020-04-17 00:38:16","2020-04-17 00:38:16","879-903","","5","88","","Journal of Applied Psychology","Common method biases in behavioral research","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\FV74G7I9\Podsakoff et al. - 2003 - Common method biases in behavioral research A cri.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQJQQU6B","journalArticle","2017","Rougier, Nicolas P.; Hinsen, Konrad; Alexandre, Frédéric; Arildsen, Thomas; Barba, Lorena A.; Benureau, Fabien C.Y.; Brown, C. Titus; de Buyl, Pierre; Caglayan, Ozan; Davison, Andrew P.; Delsuc, Marc-André; Detorakis, Georgios; Diem, Alexandra K.; Drix, Damien; Enel, Pierre; Girard, Benoît; Guest, Olivia; Hall, Matt G.; Henriques, Rafael N.; Hinaut, Xavier; Jaron, Kamil S.; Khamassi, Mehdi; Klein, Almar; Manninen, Tiina; Marchesi, Pietro; McGlinn, Daniel; Metzner, Christoph; Petchey, Owen; Plesser, Hans Ekkehard; Poisot, Timothée; Ram, Karthik; Ram, Yoav; Roesch, Etienne; Rossant, Cyrille; Rostami, Vahid; Shifman, Aaron; Stachelek, Joseph; Stimberg, Marcel; Stollmeier, Frank; Vaggi, Federico; Viejo, Guillaume; Vitay, Julien; Vostinar, Anya E.; Yurchak, Roman; Zito, Tiziano","Sustainable computational science: the ReScience initiative","PeerJ Computer Science","","2376-5992","10.7717/peerj-cs.142","https://peerj.com/articles/cs-142","Computer science offers a large set of tools for prototyping, writing, running, testing, validating, sharing and reproducing results; however, computational science lags behind. In the best case, authors may provide their source code as a compressed archive and they may feel confident their research is reproducible. But this is not exactly true. James Buckheit and David Donoho proposed more than two decades ago that an article about computational results is advertising, not scholarship. The actual scholarship is the full software environment, code, and data that produced the result. This implies new workflows, in particular in peer-reviews. Existing journals have been slow to adapt: source codes are rarely requested and are hardly ever actually executed to check that they produce the results advertised in the article. ReScience is a peer-reviewed journal that targets computational research and encourages the explicit replication of already published research, promoting new and open-source implementations in order to ensure that the original research can be replicated from its description. To achieve this goal, the whole publishing chain is radically different from other traditional scientific journals. ReScience resides on GitHub where each new implementation of a computational study is made available together with comments, explanations, and software tests.","2017-12-18","2020-04-17 00:36:14","2020-04-17 00:36:15","2020-04-17 00:36:14","e142","","","3","","","Sustainable computational science","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\UUNIUDLV\Rougier et al. - 2017 - Sustainable computational science the ReScience i.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LYSAUH45","journalArticle","2005","Pallin, Daniel J.; Chng, Yi-Mei; McKay, Mary Patricia; Emond, Jennifer A.; Pelletier, Andrea J.; Camargo, Carlos A.","Epidemiology of Epistaxis in US Emergency Departments, 1992 to 2001","Annals of Emergency Medicine","","01960644","10.1016/j.annemergmed.2004.12.014","https://linkinghub.elsevier.com/retrieve/pii/S0196064404018116","Methods: We identify ED visit with epistaxis from 10 years of the National Hospital Ambulatory Medical Care Survey. We calculate visit rates by age and other demographic characteristics and assess mode of arrival and disposition. Results are presented with 95% conﬁdence intervals (CIs). Results: From 1992 to 2001, epistaxis occurred at 4,503,000 ED visits, or 0.46% (95% CI 0.41% to 0.51%) of all visits. Per 1,000 population, 1.7 (95% CI 1.5 to 1.9) ED visits for epistaxis occurred annually. The age-related frequency was bimodal, with peaks among those younger than 10 years (4.0 per 1,000 visits) and aged 70 to 79 years (12.0 per 1,000 visits). Most cases (83%; 95% CI 80% to 86%) were atraumatic. Traumatic cases were younger than atraumatic cases (mean age 31 versus 49 years). From December to February, atraumatic epistaxis occurred in 0.50% (95% CI 0.40% to 0.60%) of all visits versus 0.34% (95% CI 0.30% to 0.39%) during nonwinter months. Fifteen percent (95% CI 12% to 18%) of cases arrived by ambulance, and 6% (95% CI 5% to 7%) of patients were hospitalized. Conclusion: Epistaxis accounts for about 1 in 200 ED visits in the United States. Although there is an early age peak (age O10 years), the frequency increases from age 20 years onward, with the highest rates in the elderly. Epistaxis visits are more common in the winter. Future efforts to decrease epistaxis visits might focus on education of the elderly and parents of young children about nasal mucosa care and basic approaches to home management. [Ann Emerg Med. 2005;46:77-81.]","2005-07","2020-04-17 00:31:56","2020-04-17 00:31:56","2020-04-17 00:31:56","77-81","","1","46","","Annals of Emergency Medicine","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\M2GII33Q\Pallin et al. - 2005 - Epidemiology of Epistaxis in US Emergency Departme.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KGAZG4QP","journalArticle","","Kohn, Alfie","The Case Against Grades (##)","","","","","","","","2020-04-17 00:25:28","2020-04-17 00:25:28","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\UGQHVJHW\Kohn - The Case Against Grades (##).pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9IJIUV3P","journalArticle","2005","Majumdar, Boria","Maharajas and Cricket: Self, State, Province and Nation","The International Journal of the History of Sport","","0952-3367, 1743-9035","10.1080/10.1080/09523360500122798","http://www.tandfonline.com/doi/abs/10.1080/10.1080/09523360500122798","","2005-07","2020-04-17 00:23:53","2020-04-17 00:23:53","2020-04-17 00:23:53","639-648","","4","22","","The International Journal of the History of Sport","Maharajas and Cricket","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\H7GXX3GC\Majumdar - 2005 - Maharajas and Cricket Self, State, Province and N.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9KPUTAQ8","webpage","","administrator, JHCHS website","Global Progress on COVID-19 Serology-Based Testing","Johns Hopkins Center for Health Security","","","","https://www.centerforhealthsecurity.org/resources/COVID-19/serology/Serology-based-tests-for-COVID-19.html","Serology testing for SARS-CoV-2 is at increased demand in order to better quantify the number of cases of COVID-19.","","2020-04-16 20:45:13","2020-04-17 08:41:24","2020-04-16 20:45:13","","","","","","","","","","","","","","en","","","","","","","Library Catalog: www.centerforhealthsecurity.org","","C:\Users\aba80\Zotero\storage\BQG6QS9E\Serology-based-tests-for-COVID-19.html","","covid19; tests","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EPCPGAWN","journalArticle","","Hooper, Daire; Coughlan, Joseph; Mullen, Michael","Structural Equation Modelling: Guidelines for Determining Model Fit","","","","","","The following paper presents current thinking and research on fit indices for structural equation modelling. The paper presents a selection of fit indices that are widely regarded as the most informative indices available to researchers. As well as outlining each of these indices, guidelines are presented on their use. The paper also provides reporting strategies of these indices and concludes with a discussion on the future of fit indices.","","2020-04-17 03:52:29","2020-04-17 03:52:29","","11","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\MB4SB6T7\Hooper et al. - Structural Equation Modelling Guidelines for Dete.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73Y79VM8","journalArticle","1999","Schoenbach, Victor J","Standardization of rates and ratios","","","","","","","1999","2020-04-17 03:51:23","2020-04-17 03:51:23","","23","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\3LQ5JQ4L\Schoenbach - 1999 - Standardization of rates and ratios.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4PAXVKK4","journalArticle","2016","Lebo, Matthew J.","Managing Your Research Pipeline","PS: Political Science & Politics","","1049-0965, 1537-5935","10.1017/S1049096516000160","http://www.journals.cambridge.org/abstract_S1049096516000160","A researcher’s “pipeline” refers to the progression of papers from the idea stage to the publication stage. Tenure-track faculty and graduate students often are advised that a busy pipeline is the way to tenure. However, beyond the simple encouragement to “work harder,” “write more,” and “publish more,” not much direction is given to junior scholars regarding how they should think about and manage their research pipeline. How does one develop a large number of papers from their ﬁrst stages to the pages of respected journals? This article discusses the author’s system for pipeline management. The system works (1) by separating the diﬃcult exercise of publishing a paper into eight manageable stages; and (2) by organizing a set of papers using these steps according to a practicable timeline.","2016-04","2020-04-17 03:47:31","2020-04-17 03:47:31","2020-04-17 03:47:31","259-264","","02","49","","APSC","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\I8WWTRQK\Lebo - 2016 - Managing Your Research Pipeline.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WBT475NP","book","2017","Hawken, P","Drawdown: the most comprehensive plan ever proposed to reverse global warming","","","","","","Drawdown is a book on climiate change reversal","2017","2020-04-17 03:44:39","2020-04-17 03:46:17","","","","","","","","","","","","","","","","","","","","","","","","C:\Users\aba80\Zotero\storage\P8WKY9FE\Hawken - 2017 - Drawdown the most comprehensive plan ever propose.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6G3G4S8","journalArticle","2015","Domingue, Benjamin W.; Belsky, Daniel W.; Conley, Dalton; Harris, Kathleen Mullan; Boardman, Jason D.","Polygenic Influence on Educational Attainment: New Evidence From the National Longitudinal Study of Adolescent to Adult Health","AERA Open","","2332-8584, 2332-8584","10.1177/2332858415599972","http://journals.sagepub.com/doi/10.1177/2332858415599972","Recent studies have begun to uncover the genetic architecture of educational attainment. We build on this work using genomewide data from siblings in the National Longitudinal Study of Adolescent to Adult Health (Add Health). We measure the genetic predisposition of siblings to educational attainment using polygenic scores. We then test how polygenic scores are related to social environments and educational outcomes. In Add Health, genetic predisposition to educational attainment is patterned across the social environment. Participants with higher polygenic scores were more likely to grow up in socially advantaged families. Even so, the previously published genetic associations appear to be causal. Among pairs of siblings, the sibling with the higher polygenic score typically went on to complete more years of schooling as compared to their lowerscored co-sibling. We found subtle differences between sibling fixed-effect estimates of the genetic effect versus those based on unrelated individuals.","2015-07","2020-04-17 03:40:39","2020-04-17 03:40:39","2020-04-17 03:40:39","233285841559997","","3","1","","AERA Open","Polygenic Influence on Educational Attainment","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\UNNQGCC6\Domingue et al. - 2015 - Polygenic Influence on Educational Attainment New.pdf; C:\Users\aba80\Zotero\storage\5YAZF3U2\OnlineSupplement.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9V3DHU58","webpage","","","Polygenic Influence on Educational Attainment: New Evidence From the National Longitudinal Study of Adolescent to Adult Health - Benjamin W. Domingue, Daniel W. Belsky, Dalton Conley, Kathleen Mullan Harris, Jason D. Boardman, 2015","","","","","https://journals.sagepub.com/doi/full/10.1177/2332858415599972","","","2020-04-17 03:40:17","2020-04-17 03:40:17","2020-04-17 03:40:17","","","","","","","","","","","","","","","","","","","","","","","C:\Users\aba80\Zotero\storage\XQDF8YY5\2332858415599972.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMMTG4BW","journalArticle","2002","McLean, Dave","Mortality and cancer incidence in New Zealand pulp and paper mill workers","New Zealand Medical Journal","","","","","Aims. To evaluate mortality and cancer incidence in a cohort of workers employed in the New Zealand pulp and paper industry, and to identify the exposures responsible for any increased risk.","2002","2020-04-17 03:38:44","2020-04-17 03:38:44","","6","","","","","","","","","","","","","en","","","","","Zotero","","","","C:\Users\aba80\Zotero\storage\Z6I5H9IV\McLean - 2002 - Mortality and cancer incidence in New Zealand pulp.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
